,Climate Zone,City,U,SHGC,HeatingSource,CoolingSource,FanSource,TotalSource
190,4B,Albuquerque,0.55,0.01,857.7908800000001,2398.1157399999997,1736.3710899999999,4992.277709999999
191,4B,Albuquerque,0.55,0.15000000000000002,872.7826,2319.79583,1826.0288600000001,5018.60729
192,4B,Albuquerque,0.55,0.1,912.9339600000001,2266.5902300000002,1790.43178,4969.95597
193,4B,Albuquerque,0.55,0.25,806.78868,2489.07198,1897.79308,5193.65374
194,4B,Albuquerque,0.55,0.2,832.97812,2397.64069,1860.16912,5090.78793
195,4B,Albuquerque,0.55,0.30000000000000004,784.04636,2590.38431,1937.38058,5311.81125
196,4B,Albuquerque,0.55,0.35000000000000003,763.2444,2699.8991699999997,1978.4249,5441.56847
197,4B,Albuquerque,0.55,0.45,729.05504,2928.80993,2064.40895,5722.27392
198,4B,Albuquerque,0.55,0.4,744.06844,2814.10119,2019.2475299999999,5577.41716
199,4B,Albuquerque,0.55,0.55,695.8738000000001,3159.84258,2154.1934,6009.90978
200,4B,Albuquerque,0.55,0.5,713.73812,3043.77203,2109.7287199999996,5867.238869999999
201,4B,Albuquerque,0.55,0.6000000000000001,681.6734,3275.8181199999995,2201.73007,6159.221589999999
202,4B,Albuquerque,0.55,0.65,667.4188000000001,3391.3819499999995,2249.67845,6308.4792
203,4B,Albuquerque,0.55,0.7000000000000001,654.20484,3504.31717,2297.91186,6456.43387
204,4B,Albuquerque,0.55,0.75,641.7280000000001,3615.0354899999998,2346.96869,6603.732179999999
205,4B,Albuquerque,0.55,0.8500000000000001,620.2648,3832.4500399999993,2446.91921,6899.63405
206,4B,Albuquerque,0.55,0.8,630.1508800000001,3723.31522,2396.88061,6750.34671
207,4B,Albuquerque,0.55,0.9500000000000001,601.6742,4044.2273299999997,2545.15955,7191.0610799999995
208,4B,Albuquerque,0.55,0.9,611.28928,3938.9562499999997,2497.43286,7047.67839
209,4B,Albuquerque,0.5,0.01,799.1464800000001,2410.49871,1737.6378899999997,4947.28308
210,4B,Albuquerque,0.5,0.15000000000000002,842.8208400000001,2335.25079,1828.6257999999998,5006.69743
211,4B,Albuquerque,0.5,0.1,870.8314,2280.11332,1792.522,4943.46672
212,4B,Albuquerque,0.5,0.25,774.8540399999999,2512.7611399999996,1902.79694,5190.41212
213,4B,Albuquerque,0.5,0.2,800.83752,2416.0726299999997,1864.12787,5081.03802
214,4B,Albuquerque,0.5,0.30000000000000004,753.2174000000001,2618.06389,1943.2712,5314.55249
215,4B,Albuquerque,0.5,0.35000000000000003,733.23928,2730.36571,1984.9489199999998,5448.55391
216,4B,Albuquerque,0.5,0.45,702.03092,2962.8235099999997,2072.1997699999997,5737.0542
217,4B,Albuquerque,0.5,0.4,715.99284,2846.43626,2026.53163,5588.96073
218,4B,Albuquerque,0.5,0.55,670.3347600000001,3196.3897599999996,2163.34603,6030.07055
219,4B,Albuquerque,0.5,0.5,687.1909600000001,3079.2740999999996,2118.21628,5884.681339999999
220,4B,Albuquerque,0.5,0.6000000000000001,656.82812,3313.34707,2211.57944,6181.754629999999
221,4B,Albuquerque,0.5,0.65,644.36212,3429.76599,2259.93953,6334.067639999999
