,Climate Zone,City,U,SHGC,HeatingSource,CoolingSource,FanSource,TotalSource
78,4B,Albuquerque,0.25,0.1,337.14428,499.34088999999994,251.39645999999996,1087.8816299999999
79,4B,Albuquerque,0.25,0.25,196.67822,630.0746499999999,331.74325,1158.4961199999998
80,4B,Albuquerque,0.25,0.2,238.42592,589.12534,304.44370999999995,1131.99497
81,4B,Albuquerque,0.25,0.30000000000000004,163.61615,669.1871,359.64452,1192.44777
82,4B,Albuquerque,0.25,0.35000000000000003,137.45365,707.7294899999999,387.73581,1232.91895
83,4B,Albuquerque,0.25,0.45,105.47514000000001,792.41507,444.96349999999995,1342.8537099999999
84,4B,Albuquerque,0.25,0.4,119.09872,748.86882,415.85877,1283.82631
85,4B,Albuquerque,0.25,0.55,85.38687,873.99699,501.3361,1460.71996
86,4B,Albuquerque,0.25,0.5,94.70908,834.15613,473.14979999999997,1402.0150099999998
87,4B,Albuquerque,0.25,0.6000000000000001,77.29426000000001,908.6439700000001,529.2057,1515.1439300000002
88,4B,Albuquerque,0.25,0.65,70.27205000000001,946.3312699999999,557.4236699999999,1574.0269899999998
89,4B,Albuquerque,0.25,0.7000000000000001,64.06433,982.4033999999999,585.45162,1631.91935
90,4B,Albuquerque,0.25,0.75,58.56355,1016.2586299999999,613.6379199999999,1688.4600999999998
91,4B,Albuquerque,0.25,0.8500000000000001,49.66368,1088.02285,670.0105199999999,1807.6970499999998
92,4B,Albuquerque,0.25,0.8,53.84474,1051.82404,641.72921,1747.39799
93,4B,Albuquerque,0.25,0.9500000000000001,42.67633000000001,1160.48381,725.8447299999999,1929.0048699999998
94,4B,Albuquerque,0.25,0.9,45.955330000000004,1124.1583199999998,697.94346,1868.0571099999997
95,4B,Albuquerque,0.2,0.01,377.73122,421.11598999999995,208.13523999999998,1006.9824499999999
96,4B,Albuquerque,0.2,0.15000000000000002,252.18288,554.76339,286.07511,1093.02138
97,4B,Albuquerque,0.2,0.1,286.8347,506.62498999999997,257.44543,1050.90512
98,4B,Albuquerque,0.2,0.25,170.51989,639.1639399999999,341.68762999999996,1151.3714599999998
99,4B,Albuquerque,0.2,0.2,207.92391,597.0745099999999,313.15295999999995,1118.1513799999998
100,4B,Albuquerque,0.2,0.30000000000000004,140.97489000000002,681.0316799999999,370.85569999999996,1192.86227
101,4B,Albuquerque,0.2,0.35000000000000003,117.75281000000001,720.96755,400.34047,1239.06083
102,4B,Albuquerque,0.2,0.45,89.82211000000001,803.1511999999999,459.97508,1352.9483899999998
103,4B,Albuquerque,0.2,0.4,101.69810000000001,761.85352,430.26862,1293.82024
104,4B,Albuquerque,0.2,0.55,72.87278,882.73791,517.10776,1472.71845
105,4B,Albuquerque,0.2,0.5,80.75305,844.60723,488.63642999999996,1413.99671
106,4B,Albuquerque,0.2,0.6000000000000001,66.06376,921.2802999999999,545.6741,1533.0181599999999
107,4B,Albuquerque,0.2,0.65,60.02842000000001,958.14418,574.30378,1592.47638
108,4B,Albuquerque,0.2,0.7000000000000001,54.70172000000001,990.19422,602.77511,1647.67105
109,4B,Albuquerque,0.2,0.75,50.03031,1023.4160499999998,631.08809,1704.5344499999999
110,4B,Albuquerque,0.2,0.8500000000000001,42.33411,1094.8002299999998,688.25244,1825.3867799999998
111,4B,Albuquerque,0.2,0.8,45.885810000000006,1058.4114,659.71777,1764.01498
112,4B,Albuquerque,0.2,0.9500000000000001,36.2095,1167.73624,745.22677,1949.1725099999999
113,4B,Albuquerque,0.2,0.9,39.115899999999996,1130.71401,716.59709,1886.427
114,4B,Albuquerque,0.30000000000000004,0.01,505.37236999999993,409.33475,200.50277,1115.2098899999999
115,4B,Albuquerque,0.30000000000000004,0.15000000000000002,331.87348,543.01382,273.9455,1148.8328
116,4B,Albuquerque,0.30000000000000004,0.1,385.67865000000006,493.7036299999999,247.18434999999997,1126.56663
117,4B,Albuquerque,0.30000000000000004,0.25,223.92801,625.64085,326.07431999999994,1175.64318
118,4B,Albuquerque,0.30000000000000004,0.2,271.34464,584.37484,299.2815,1155.00098
119,4B,Albuquerque,0.30000000000000004,0.30000000000000004,187.43580000000003,663.35982,352.89881,1203.69443
120,4B,Albuquerque,0.30000000000000004,0.35000000000000003,157.73179,703.32736,380.45171,1241.51086
121,4B,Albuquerque,0.30000000000000004,0.45,124.72261,783.26244,435.65252,1343.6375699999999
122,4B,Albuquerque,0.30000000000000004,0.4,138.90754,740.98299,408.00461,1287.89514
123,4B,Albuquerque,0.30000000000000004,0.55,100.46283,862.3741,487.3696299999999,1450.2065599999999
124,4B,Albuquerque,0.30000000000000004,0.5,112.35477,826.99871,463.55379,1402.90727
125,4B,Albuquerque,0.30000000000000004,0.6000000000000001,90.95995,901.1065099999998,514.89086,1506.95732
126,4B,Albuquerque,0.30000000000000004,0.65,82.66499,939.80725,542.53877,1565.01101
127,4B,Albuquerque,0.30000000000000004,0.7000000000000001,75.4179,975.8477099999999,570.1866799999999,1621.4522899999997
128,4B,Albuquerque,0.30000000000000004,0.75,69.03779999999999,1009.03787,597.83459,1675.91026
129,4B,Albuquerque,0.30000000000000004,0.8500000000000001,58.52425,1083.05066,653.44711,1795.0220199999999
130,4B,Albuquerque,0.30000000000000004,0.8,63.363789999999995,1045.04666,625.6091799999999,1734.0196299999998
131,4B,Albuquerque,0.30000000000000004,0.9500000000000001,50.390829999999994,1154.0548,708.5212399999999,1912.9668699999997
132,4B,Albuquerque,0.30000000000000004,0.9,54.21077,1118.8060899999998,681.19003,1854.2068899999997
133,4B,Albuquerque,0.35000000000000003,0.01,571.78585,404.45757,197.9375,1174.18092
134,4B,Albuquerque,0.35000000000000003,0.15000000000000002,379.58911,536.67982,269.63838,1185.90731
135,4B,Albuquerque,0.35000000000000003,0.1,437.56367,488.06637,243.47895999999997,1169.109
136,4B,Albuquerque,0.35000000000000003,0.25,257.25355,616.7099099999999,318.06181,1192.0252699999999
137,4B,Albuquerque,0.35000000000000003,0.2,309.94377,577.9141599999999,293.35920999999996,1181.2171399999997
138,4B,Albuquerque,0.35000000000000003,0.30000000000000004,216.60598000000002,654.08051,343.80951999999996,1214.49601
139,4B,Albuquerque,0.35000000000000003,0.35000000000000003,183.39085,690.5326799999999,370.63401,1244.5575399999998
140,4B,Albuquerque,0.35000000000000003,0.45,146.28327000000002,772.3679599999999,424.53635,1343.18758
141,4B,Albuquerque,0.35000000000000003,0.4,162.87171999999998,731.51366,397.45849999999996,1291.84388
142,4B,Albuquerque,0.35000000000000003,0.55,118.19397000000001,852.2080299999999,475.1766799999999,1445.5786799999998
143,4B,Albuquerque,0.35000000000000003,0.5,131.9436,814.0140099999999,451.70921,1397.66682
144,4B,Albuquerque,0.35000000000000003,0.6000000000000001,107.04085,890.43372,502.47621999999996,1499.9507899999999
145,4B,Albuquerque,0.35000000000000003,0.65,97.36899,929.22947,529.58574,1556.1842
146,4B,Albuquerque,0.35000000000000003,0.7000000000000001,88.87083000000001,968.34192,556.69526,1613.9080099999999
147,4B,Albuquerque,0.35000000000000003,0.75,81.46305000000001,1003.4639500000001,583.9314599999999,1668.85846
148,4B,Albuquerque,0.35000000000000003,0.8500000000000001,69.02911,1077.0650299999998,638.5938799999999,1784.6880199999996
149,4B,Albuquerque,0.35000000000000003,0.8,74.88803999999999,1039.94779,611.16766,1726.00349
150,4B,Albuquerque,0.35000000000000003,0.9500000000000001,59.62209,1147.7207999999998,692.81292,1900.1558099999997
151,4B,Albuquerque,0.35000000000000003,0.9,64.01464,1113.77056,665.9884299999999,1843.77363
152,4B,Albuquerque,0.45,0.01,702.73112,396.47673,194.61214999999999,1293.82
153,4B,Albuquerque,0.45,0.15000000000000002,471.72735,526.6404299999999,262.10092,1260.4687
154,4B,Albuquerque,0.45,0.1,543.87306,479.61047999999994,238.12672999999998,1261.61027
155,4B,Albuquerque,0.45,0.25,329.87050999999997,601.1599399999999,306.02720999999997,1237.05766
156,4B,Albuquerque,0.45,0.2,395.07209,565.1511499999999,283.50984,1243.73308
157,4B,Albuquerque,0.45,0.30000000000000004,281.93607000000003,638.30885,329.93806,1250.18298
158,4B,Albuquerque,0.45,0.35000000000000003,243.12511999999998,668.9654099999999,355.14738,1267.2379099999998
159,4B,Albuquerque,0.45,0.45,196.28294,754.7594399999999,406.54778999999996,1357.59017
160,4B,Albuquerque,0.45,0.4,217.24844000000002,713.4617599999999,380.89509,1311.60529
161,4B,Albuquerque,0.45,0.55,160.52801,834.91621,455.38292999999993,1450.8271499999998
162,4B,Albuquerque,0.45,0.5,178.25382000000002,796.53217,432.80222,1407.58821
163,4B,Albuquerque,0.45,0.6000000000000001,146.1996,875.64383,481.57401999999996,1503.41745
164,4B,Albuquerque,0.45,0.65,133.45405,914.66127,507.82845,1555.9437699999999
165,4B,Albuquerque,0.45,0.7000000000000001,122.17552,953.83706,534.1778899999999,1610.19047
166,4B,Albuquerque,0.45,0.75,112.27814,991.84106,560.5906699999999,1664.7098699999997
167,4B,Albuquerque,0.45,0.8500000000000001,95.75431,1067.05731,613.5112399999999,1776.3228599999998
168,4B,Albuquerque,0.45,0.8,103.53108,1028.35657,586.97178,1718.85943
169,4B,Albuquerque,0.45,0.9500000000000001,82.80238,1137.49139,665.41837,1885.71214
170,4B,Albuquerque,0.45,0.9,88.76610000000001,1103.31946,640.0190299999999,1832.10459
171,4B,Albuquerque,0.4,0.01,637.9053799999999,400.15045,195.97396,1234.0297899999998
172,4B,Albuquerque,0.4,0.15000000000000002,424.64127999999994,531.51761,265.61629,1221.7751799999999
173,4B,Albuquerque,0.4,0.1,490.45767,483.56922999999995,240.66032999999996,1214.68723
174,4B,Albuquerque,0.4,0.25,292.29458999999997,609.1724499999999,311.50611999999995,1212.9731599999998
175,4B,Albuquerque,0.4,0.2,353.27364,571.1367799999999,287.8803,1212.29072
176,4B,Albuquerque,0.4,0.30000000000000004,248.30275,646.5113799999999,336.30373,1231.1178599999998
177,4B,Albuquerque,0.4,0.35000000000000003,211.97418,678.87812,362.27313,1253.12543
178,4B,Albuquerque,0.4,0.45,170.31058000000002,762.51859,414.78198999999995,1347.61116
179,4B,Albuquerque,0.4,0.4,188.91422,722.32936,388.43255,1299.6761299999998
180,4B,Albuquerque,0.4,0.55,138.31099,842.8970499999999,464.56722999999994,1445.7752699999999
181,4B,Albuquerque,0.4,0.5,154.15913,804.8613799999999,441.70149,1400.722
182,4B,Albuquerque,0.4,0.6000000000000001,125.52187,883.4663199999999,491.3283799999999,1500.31657
183,4B,Albuquerque,0.4,0.65,114.32815,922.35708,517.99452,1554.67975
184,4B,Albuquerque,0.4,0.7000000000000001,104.57148000000001,959.2842999999999,544.8190099999999,1608.6747899999998
185,4B,Albuquerque,0.4,0.75,95.95514,997.7000099999999,571.58016,1665.2353099999998
186,4B,Albuquerque,0.4,0.8500000000000001,81.46584,1071.87115,625.35582,1778.69281
187,4B,Albuquerque,0.4,0.8,88.28911,1034.50055,598.37298,1721.16264
188,4B,Albuquerque,0.4,0.9500000000000001,70.28679,1143.54036,678.49808,1892.32523
189,4B,Albuquerque,0.4,0.9,75.42199,1108.7350299999998,652.37033,1836.5273499999998
190,4B,Albuquerque,0.55,0.01,829.5932999999999,390.20606999999995,192.90196999999998,1412.7013399999996
191,4B,Albuquerque,0.55,0.15000000000000002,564.23098,518.78627,257.22373999999996,1340.2409899999998
192,4B,Albuquerque,0.55,0.1,648.4877999999999,472.8331,234.0413,1355.3622
193,4B,Albuquerque,0.55,0.25,411.1691,588.7452999999999,298.14137999999997,1298.05578
194,4B,Albuquerque,0.55,0.2,481.58539999999994,555.01675,277.23918,1313.84133
195,4B,Albuquerque,0.55,0.30000000000000004,354.64273,624.2157,320.37372,1299.23215
196,4B,Albuquerque,0.55,0.35000000000000003,309.70628,655.4106499999999,344.03121,1309.1481399999998
197,4B,Albuquerque,0.55,0.45,253.02450000000002,739.2094699999999,393.11970999999994,1385.3536799999997
198,4B,Albuquerque,0.55,0.4,278.88205999999997,696.67666,368.44878,1344.0075
199,4B,Albuquerque,0.55,0.55,209.21965,820.2846699999999,440.37135,1469.87567
200,4B,Albuquerque,0.55,0.5,230.73077,780.22212,418.29736,1429.25025
201,4B,Albuquerque,0.55,0.6000000000000001,191.75761,861.99406,465.26397,1519.01564
202,4B,Albuquerque,0.55,0.65,176.31097,903.57677,490.885,1570.77274
203,4B,Albuquerque,0.55,0.7000000000000001,162.22465,943.0692599999999,516.221,1621.5149099999999
204,4B,Albuquerque,0.55,0.75,149.76285000000001,981.48497,541.77869,1673.0265100000001
205,4B,Albuquerque,0.55,0.8500000000000001,128.69427,1056.7645599999998,593.1791,1778.6379299999999
206,4B,Albuquerque,0.55,0.8,138.58549,1020.6290899999999,567.65308,1726.86766
207,4B,Albuquerque,0.55,0.9500000000000001,112.08264999999999,1127.2936499999998,642.48929,1881.8655899999999
208,4B,Albuquerque,0.55,0.9,119.66408999999999,1093.6917799999999,618.9268099999999,1832.2826799999998
209,4B,Albuquerque,0.5,0.01,766.83015,393.11970999999994,193.63038,1353.58024
210,4B,Albuquerque,0.5,0.15000000000000002,518.1356000000001,522.1749599999999,259.34562999999997,1299.65619
211,4B,Albuquerque,0.5,0.1,596.53475,475.90509000000003,235.84649,1308.28633
212,4B,Albuquerque,0.5,0.25,371.12078999999994,594.73093,301.68842,1267.5401399999998
213,4B,Albuquerque,0.5,0.2,437.6963,559.64057,280.02614,1277.36301
214,4B,Albuquerque,0.5,0.30000000000000004,317.40689,630.4546899999999,324.71251,1272.5740899999998
215,4B,Albuquerque,0.5,0.35000000000000003,275.6536,660.7628799999999,349.13007999999996,1285.5465599999998
216,4B,Albuquerque,0.5,0.45,224.01288000000002,746.5252399999999,399.35869999999994,1369.89682
217,4B,Albuquerque,0.5,0.4,247.40358,703.6757299999999,374.21272,1325.29203
218,4B,Albuquerque,0.5,0.55,184.29175999999998,828.1705,447.33874999999995,1459.80101
219,4B,Albuquerque,0.5,0.5,203.7777,788.2346299999999,425.07473999999996,1417.0870699999998
220,4B,Albuquerque,0.5,0.6000000000000001,168.45488,868.3913999999999,472.99144999999993,1509.8377299999997
221,4B,Albuquerque,0.5,0.65,154.17918,908.67564,498.86584,1561.72066
222,4B,Albuquerque,0.5,0.7000000000000001,141.57050999999998,948.10479,524.70856,1614.38386
223,4B,Albuquerque,0.5,0.75,130.32300999999998,986.29881,550.6146200000001,1667.2364400000001
224,4B,Albuquerque,0.5,0.8500000000000001,111.45134999999999,1061.48339,602.77511,1775.7098500000002
225,4B,Albuquerque,0.5,0.8,120.41329999999999,1023.7327499999999,576.64736,1720.7934099999998
226,4B,Albuquerque,0.5,0.9500000000000001,96.60665999999999,1133.4059599999998,653.51045,1883.5230699999997
227,4B,Albuquerque,0.5,0.9,103.47967,1099.74075,628.77618,1831.9966
228,4B,Albuquerque,0.6000000000000001,0.01,890.55551,387.73581,192.17355999999998,1470.46488
229,4B,Albuquerque,0.6000000000000001,0.15000000000000002,609.7703300000001,515.61927,255.67191,1381.06151
230,4B,Albuquerque,0.6000000000000001,0.1,699.51732,470.55286,232.71116,1402.7813400000002
231,4B,Albuquerque,0.6000000000000001,0.25,450.78636000000006,584.2164899999999,295.35442,1330.35727
232,4B,Albuquerque,0.6000000000000001,0.2,525.0534399999999,550.96299,275.30731000000003,1351.3237399999998
233,4B,Albuquerque,0.6000000000000001,0.30000000000000004,391.82841,619.05349,316.85835,1327.74025
234,4B,Albuquerque,0.6000000000000001,0.35000000000000003,344.7673,651.10353,339.8191,1335.68993
235,4B,Albuquerque,0.6000000000000001,0.45,283.31865,733.5722099999999,387.89416,1404.78502
236,4B,Albuquerque,0.6000000000000001,0.4,311.88644,691.5777899999999,363.82496,1367.28919
237,4B,Albuquerque,0.6000000000000001,0.55,235.25004,816.04089,434.13236,1485.4232900000002
238,4B,Albuquerque,0.6000000000000001,0.5,258.76635999999996,774.23649,412.50174999999996,1445.5045999999998
239,4B,Albuquerque,0.6000000000000001,0.6000000000000001,216.16284000000002,856.86352,458.80329,1531.8296500000001
240,4B,Albuquerque,0.6000000000000001,0.65,199.26022999999998,898.5095699999998,483.72758,1581.4973799999998
241,4B,Albuquerque,0.6000000000000001,0.7000000000000001,184.04462999999998,937.2419799999999,508.7468799999999,1630.0334899999998
242,4B,Albuquerque,0.6000000000000001,0.75,170.49606,978.38131,534.01954,1682.89691
243,4B,Albuquerque,0.6000000000000001,0.8500000000000001,146.9772,1053.78758,584.6282,1785.39298
244,4B,Albuquerque,0.6000000000000001,0.8,158.05274999999997,1015.62523,559.2922,1732.9701799999998
245,4B,Albuquerque,0.6000000000000001,0.9500000000000001,128.55869,1121.78307,632.70326,1883.04502
246,4B,Albuquerque,0.6000000000000001,0.9,136.97523999999999,1088.84627,609.8375199999999,1835.6590299999998
247,4B,Albuquerque,0.65,0.01,949.60264,385.86728,191.79352,1527.26344
248,4B,Albuquerque,0.65,0.15000000000000002,650.82998,514.60583,255.51356,1420.94937
249,4B,Albuquerque,0.65,0.1,746.94156,470.33116999999993,232.52114,1449.79387
250,4B,Albuquerque,0.65,0.25,483.84306999999995,585.45162,296.52621,1365.8209
251,4B,Albuquerque,0.65,0.2,560.9088,550.64629,275.75068999999996,1387.3057800000001
252,4B,Albuquerque,0.65,0.30000000000000004,420.92509,621.6821,318.47352,1361.08071
253,4B,Albuquerque,0.65,0.35000000000000003,375.80624,655.6956799999999,341.7193,1373.22122
254,4B,Albuquerque,0.65,0.45,311.70432,739.2728099999999,389.69935,1440.67648
255,4B,Albuquerque,0.65,0.4,341.19713,698.41851,365.94685,1405.56249
256,4B,Albuquerque,0.65,0.55,260.5346,821.4247899999999,435.74753,1517.70692
257,4B,Albuquerque,0.65,0.5,285.11346,781.71061,414.21192999999994,1481.0359999999998
258,4B,Albuquerque,0.65,0.6000000000000001,240.46818000000002,863.0391699999999,459.88007,1563.3874199999998
259,4B,Albuquerque,0.65,0.65,221.12018,905.31862,485.0893899999999,1611.5281899999998
260,4B,Albuquerque,0.65,0.7000000000000001,204.98784999999998,944.7794399999999,509.22192999999993,1658.9892199999997
261,4B,Albuquerque,0.65,0.75,190.43497999999997,984.3669399999999,533.67117,1708.47309
262,4B,Albuquerque,0.65,0.8500000000000001,165.38172,1059.48818,583.4564099999999,1808.32631
263,4B,Albuquerque,0.65,0.8,177.22988999999998,1021.70587,558.43711,1757.3728700000001
264,4B,Albuquerque,0.65,0.9500000000000001,145.35038,1126.9136099999998,631.4364599999999,1903.7004499999998
265,4B,Albuquerque,0.65,0.9,154.63796000000002,1094.64188,608.22235,1857.50219
266,4B,Albuquerque,0.7000000000000001,0.01,1006.7113099999999,384.09376,191.69851,1582.5035799999998
267,4B,Albuquerque,0.7000000000000001,0.15000000000000002,689.73777,513.94076,255.70357999999996,1459.3821099999998
268,4B,Albuquerque,0.7000000000000001,0.1,792.6481799999999,470.55286,232.71116,1495.9122
269,4B,Albuquerque,0.7000000000000001,0.25,514.76131,588.61862,298.42641,1401.80634
270,4B,Albuquerque,0.7000000000000001,0.2,594.78149,551.43804,276.85913999999997,1423.0786699999999
271,4B,Albuquerque,0.7000000000000001,0.30000000000000004,450.3442,624.91244,320.94378,1396.2004200000001
272,4B,Albuquerque,0.7000000000000001,0.35000000000000003,406.60456999999997,663.64485,344.82295999999997,1415.07238
273,4B,Albuquerque,0.7000000000000001,0.45,338.89567,748.74214,392.96135999999996,1480.59917
274,4B,Albuquerque,0.7000000000000001,0.4,370.23533,705.9243,368.92382999999995,1445.08346
275,4B,Albuquerque,0.7000000000000001,0.55,285.71586,830.54575,438.75618,1555.0177899999999
276,4B,Albuquerque,0.7000000000000001,0.5,310.98721,790.2615099999999,417.03056,1518.27928
277,4B,Albuquerque,0.7000000000000001,0.6000000000000001,264.30017,870.6399700000001,462.22364999999996,1597.16379
278,4B,Albuquerque,0.7000000000000001,0.65,242.64684999999997,914.43958,487.30629,1644.3927199999998
279,4B,Albuquerque,0.7000000000000001,0.7000000000000001,225.50363,951.8101800000001,510.55207,1687.86588
